Date,Open,High,Low,Close,Volume,Adj Close
2015-07-10,81.860001,81.870003,81.080002,81.519997,1371100,81.519997
2015-07-09,81.150002,81.410004,80.650002,80.690002,1587000,80.690002
2015-07-08,80.720001,80.800003,79.980003,80.029999,1568000,80.029999
2015-07-07,80.970001,81.239998,79.849998,81.07,1747600,81.07
2015-07-06,80.00,80.940002,80.00,80.830002,1503600,80.830002
2015-07-02,81.230003,81.260002,80.349998,80.830002,1792000,80.830002
2015-07-01,79.510002,81.190002,79.510002,80.889999,1821000,80.889999
2015-06-30,81.389999,81.660004,79.800003,80.230003,2688800,80.230003
2015-06-29,82.800003,82.800003,80.849998,80.910004,1774200,80.910004
2015-06-26,83.779999,83.839996,83.029999,83.309998,2889800,83.309998
2015-06-25,83.709999,83.889999,83.220001,83.349998,1200100,83.349998
2015-06-24,84.639999,84.760002,83.599998,83.629997,1548300,83.629997
2015-06-23,85.290001,85.290001,84.529999,84.769997,957800,84.769997
2015-06-22,84.610001,85.459999,84.610001,85.00,1400900,85.00
2015-06-19,84.449997,84.68,83.93,84.410004,2899000,84.410004
2015-06-18,83.620003,84.800003,83.370003,84.580002,1555100,84.580002
2015-06-17,83.610001,83.75,82.769997,83.279999,1134000,83.279999
2015-06-16,82.839996,83.410004,82.519997,83.279999,1497800,83.279999
2015-06-15,83.25,83.449997,82.43,82.919998,1678400,82.919998
2015-06-12,84.150002,84.449997,83.650002,83.849998,1142000,83.849998
2015-06-11,84.50,84.889999,84.199997,84.620003,1438400,84.620003
2015-06-10,82.959999,84.639999,82.839996,84.18,1625400,84.18
2015-06-09,83.370003,83.599998,82.860001,83.160004,1569500,82.670002
2015-06-08,83.940002,84.489998,83.410004,83.50,1531900,83.007995
2015-06-05,84.099998,84.57,83.230003,84.260002,1353900,83.763519
2015-06-04,84.93,85.32,83.93,84.080002,1689600,83.584579
2015-06-03,85.769997,85.879997,85.120003,85.470001,1738400,84.966388
2015-06-02,84.769997,85.68,84.339996,85.449997,2033000,84.946502
2015-06-01,85.699997,85.980003,84.510002,85.300003,1617500,84.797392
2015-05-29,85.959999,86.00,85.080002,85.510002,2188900,85.006154
2015-05-28,85.870003,86.290001,85.620003,85.970001,1297500,85.463442
2015-05-27,85.459999,86.029999,85.279999,85.910004,2017400,85.403798
2015-05-26,86.550003,86.82,85.220001,85.419998,1867600,84.91668
2015-05-22,87.190002,87.440002,86.809998,86.82,1498400,86.308432
2015-05-21,87.360001,87.620003,87.080002,87.269997,1517400,86.755778
2015-05-20,88.059998,88.059998,87.419998,87.43,1767700,86.914839
2015-05-19,87.800003,88.120003,87.419998,87.900002,1875700,87.38207
2015-05-18,87.370003,87.809998,87.010002,87.480003,1593300,86.964547
2015-05-15,88.25,88.400002,87.510002,87.769997,1606300,87.252832
2015-05-14,86.970001,88.029999,86.519997,87.989998,1892400,87.471536
2015-05-13,86.650002,87.260002,86.199997,86.309998,1950000,85.801435
2015-05-12,86.839996,87.199997,85.849998,86.760002,1549800,86.248788
2015-05-11,87.279999,87.720001,87.059998,87.209999,1701300,86.696134
2015-05-08,86.82,87.809998,86.769997,87.349998,1465100,86.835308
2015-05-07,85.620003,86.589996,84.980003,86.300003,1656300,85.7915
2015-05-06,85.720001,86.169998,84.790001,85.410004,1610400,84.906744
2015-05-05,86.559998,86.559998,85.150002,85.610001,1534400,85.105563
2015-05-04,86.459999,86.989998,86.120003,86.50,1992500,85.990318
2015-05-01,84.529999,86.279999,84.519997,86.029999,2086000,85.523086
2015-04-30,85.220001,86.00,84.32,84.540001,2194400,84.041868
2015-04-29,85.080002,85.940002,84.760002,85.389999,1914600,84.886858
2015-04-28,84.800003,85.650002,84.370003,85.610001,1639400,85.105563
2015-04-27,85.419998,85.459999,84.519997,84.699997,1467000,84.200921
2015-04-24,85.650002,85.650002,84.32,85.00,1187100,84.499156
2015-04-23,85.120003,86.099998,85.019997,85.769997,1000100,85.264616
2015-04-22,85.139999,85.489998,84.610001,85.309998,993600,84.807327
2015-04-21,85.160004,86.120003,84.800003,85.099998,1552500,84.598566
2015-04-20,83.839996,84.910004,83.599998,84.800003,1412600,84.300338
2015-04-17,84.639999,85.010002,83.300003,83.529999,1965600,83.037817
2015-04-16,85.559998,85.75,85.25,85.379997,1463400,84.876915
2015-04-15,85.900002,86.080002,85.610001,85.760002,1481200,85.25468
2015-04-14,85.739998,86.139999,85.199997,85.620003,1366700,85.115506
2015-04-13,86.120003,86.699997,85.760002,85.919998,1331700,85.413734
2015-04-10,86.760002,86.790001,86.160004,86.339996,1857500,85.831257
2015-04-09,86.449997,86.739998,85.669998,86.599998,1155400,86.089727
2015-04-08,85.690002,86.699997,85.529999,86.57,1328500,86.059905
2015-04-07,86.230003,86.629997,85.82,85.860001,1039600,85.35409
2015-04-06,85.660004,86.660004,85.419998,86.25,1449700,85.741791
2015-04-02,85.849998,86.580002,85.470001,85.919998,1699900,85.413734
2015-04-01,85.730003,85.730003,84.330002,85.260002,1502900,84.757627
2015-03-31,85.349998,86.339996,85.18,85.639999,1682200,85.135385
2015-03-30,84.959999,86.169998,84.919998,85.889999,1139800,85.383912
2015-03-27,84.339996,84.910004,84.199997,84.629997,1425000,84.131334
2015-03-26,84.260002,84.769997,83.910004,84.410004,1598900,83.912637
2015-03-25,87.129997,87.160004,84.739998,84.739998,1707100,84.240686
2015-03-24,87.150002,87.599998,86.959999,86.970001,1167800,86.45755
2015-03-23,88.019997,88.019997,87.290001,87.309998,1592900,86.795543
2015-03-20,87.800003,88.010002,87.480003,87.769997,4119100,87.252832
2015-03-19,87.379997,87.790001,87.269997,87.370003,2143900,86.855195
2015-03-18,86.629997,87.760002,85.559998,87.349998,1927000,86.835308
2015-03-17,86.910004,87.32,86.559998,86.639999,1985500,86.129493
2015-03-16,86.519997,87.529999,86.199997,87.349998,1663800,86.835308
2015-03-13,86.089996,86.470001,85.32,85.879997,1650600,85.373969
2015-03-12,85.410004,86.489998,85.120003,86.389999,1190700,85.880966
2015-03-11,84.989998,85.440002,84.639999,84.989998,1721800,84.489213
2015-03-10,86.059998,86.309998,85.150002,85.150002,1915300,84.161164
2015-03-09,86.400002,87.00,85.860001,86.839996,1481000,85.831533
2015-03-06,86.330002,86.970001,85.839996,86.00,2011000,85.001291
2015-03-05,86.589996,86.910004,86.260002,86.75,2728600,85.742582
2015-03-04,88.25,88.300003,86.519997,86.580002,3306000,85.574558
2015-03-03,89.550003,89.989998,88.330002,88.699997,3012200,87.669933
2015-03-02,88.879997,90.230003,88.580002,90.18,1771400,89.13275
2015-02-27,88.849998,89.440002,88.449997,88.839996,1815900,87.808307
2015-02-26,89.190002,89.25,88.610001,88.839996,1426300,87.808307
2015-02-25,89.330002,89.699997,88.790001,89.07,1617900,88.035639
2015-02-24,89.169998,89.379997,88.510002,89.260002,1418900,88.223435
2015-02-23,88.730003,89.239998,88.230003,89.169998,1801400,88.134477
2015-02-20,87.809998,88.75,87.040001,88.690002,2010900,87.660055
2015-02-19,87.610001,87.830002,86.860001,87.730003,1568100,86.711204
2015-02-18,86.599998,87.730003,86.599998,87.589996,1764200,86.572823
2015-02-17,87.760002,88.07,86.550003,87.110001,3990400,86.098402
2015-02-13,87.949997,88.75,87.779999,88.75,1936600,87.719356
2015-02-12,87.199997,87.790001,86.980003,87.75,1873000,86.730969
2015-02-11,86.709999,87.230003,86.300003,86.82,1816000,85.811768
2015-02-10,86.190002,86.75,85.650002,86.519997,2552200,85.515249
2015-02-09,86.010002,86.489998,85.739998,86.010002,1700900,85.011177
2015-02-06,87.150002,87.349998,86.230003,86.440002,2375000,85.436184
2015-02-05,86.43,87.190002,85.889999,87.169998,2151300,86.157702
2015-02-04,87.139999,87.18,85.669998,86.580002,3659200,85.574558
2015-02-03,84.18,85.360001,83.510002,85.139999,3449000,84.151278
2015-02-02,81.82,83.50,81.709999,83.440002,2810200,82.471023
2015-01-30,83.959999,84.239998,82.470001,82.529999,4076700,81.571587
2015-01-29,84.449997,84.82,83.50,84.349998,2968900,83.370451
2015-01-28,85.860001,86.300003,84.459999,84.529999,2137000,83.548361
2015-01-27,85.709999,86.440002,84.779999,85.629997,1697300,84.635585
2015-01-26,86.25,86.889999,85.489998,86.57,1527100,85.564672
2015-01-23,86.650002,87.18,86.389999,86.849998,2088000,85.841419
2015-01-22,85.00,86.790001,84.00,86.610001,1980000,85.604208
2015-01-21,84.559998,85.150002,84.099998,84.559998,1729500,83.578011
2015-01-20,84.830002,85.220001,83.790001,84.970001,1572100,83.983254
2015-01-16,83.559998,84.639999,83.160004,84.57,2261500,83.587897
2015-01-15,83.870003,84.339996,83.330002,83.699997,1434800,82.727998
2015-01-14,83.080002,83.989998,82.970001,83.739998,1792200,82.767534
2015-01-13,84.800003,85.50,83.290001,83.980003,1919000,83.004753
2015-01-12,84.720001,85.040001,83.809998,84.150002,1321800,83.172777
2015-01-09,85.050003,85.190002,84.110001,84.559998,1751600,83.578011
2015-01-08,83.959999,85.18,83.639999,85.169998,3358700,84.180928
2015-01-07,82.220001,83.32,81.800003,83.260002,2079000,82.293113
2015-01-06,83.300003,83.739998,81.959999,82.540001,2569700,81.581473
2015-01-05,83.25,84.440002,82.949997,83.230003,3270900,82.263462
2015-01-02,82.980003,84.18,82.519997,83.290001,1866600,82.322763
