Date,Open,High,Low,Close,Volume,Adj Close
2015-06-04,141.369995,142.50,140.330002,140.649994,2898600,140.264358
2015-06-03,141.669998,142.509995,141.179993,142.130005,1858200,141.740311
2015-06-02,141.970001,142.669998,140.889999,141.399994,1963500,141.012301
2015-06-01,143.050003,143.25,141.899994,142.389999,2182700,141.999593
2015-05-29,143.779999,143.949997,141.770004,142.589996,3027100,142.199041
2015-05-28,144.320007,145.970001,143.160004,144.259995,3206200,143.86446
2015-05-27,143.630005,145.639999,143.110001,145.419998,2954100,145.021284
2015-05-26,144.080002,144.410004,143.080002,143.25,2477400,142.857235
2015-05-22,143.899994,144.759995,143.399994,143.679993,1189500,143.286049
2015-05-21,143.369995,144.589996,142.850006,143.940002,1539400,143.545346
2015-05-20,145.059998,145.059998,143.259995,143.490005,1640900,143.096583
2015-05-19,144.809998,145.50,144.309998,144.740005,1332700,144.343155
2015-05-18,144.740005,145.289993,144.050003,145.059998,1451700,144.66227
2015-05-15,143.220001,144.960007,142.740005,144.830002,2357000,144.432905
2015-05-14,144.130005,144.130005,141.529999,142.600006,3023400,142.209023
2015-05-13,143.880005,145.289993,142.720001,143.240005,2135900,142.847268
2015-05-12,144.00,145.00,143.419998,144.070007,1923900,143.674994
2015-05-11,145.539993,146.330002,144.199997,144.270004,1905800,143.874443
2015-05-08,146.00,147.559998,145.800003,145.880005,1728700,145.480029
2015-05-07,144.520004,145.610001,144.009995,144.559998,2564500,144.163641
2015-05-06,145.350006,145.839996,144.009995,144.770004,1737300,144.373072
2015-05-05,145.119995,145.740005,144.289993,144.50,1769600,144.103808
2015-05-04,145.389999,146.210007,144.610001,145.75,1288800,145.350381
2015-05-01,143.460007,145.740005,143.220001,145.389999,1504700,144.991367
2015-04-30,143.850006,144.899994,142.539993,143.050003,2523200,142.657787
2015-04-29,145.880005,146.25,143.869995,144.460007,1719000,144.063924
2015-04-28,146.889999,147.190002,146.050003,146.610001,1302100,145.809122
2015-04-27,148.300003,148.509995,146.860001,146.960007,1717000,146.157216
2015-04-24,147.330002,148.399994,146.869995,148.119995,1421100,147.310868
2015-04-23,146.600006,147.949997,146.270004,147.300003,1351800,146.495355
2015-04-22,147.929993,147.929993,146.279999,146.979996,1423500,146.177096
2015-04-21,146.979996,148.080002,146.600006,147.339996,1616700,146.53513
2015-04-20,146.649994,147.25,145.75,146.309998,2881900,145.510758
2015-04-17,146.580002,146.729996,143.100006,144.570007,4369300,143.780272
2015-04-16,148.759995,148.899994,146.910004,147.110001,2680600,146.306391
2015-04-15,149.580002,150.669998,149.050003,149.070007,1404700,148.255691
2015-04-14,149.00,150.100006,147.720001,149.520004,1540800,148.703229
2015-04-13,149.440002,150.339996,148.929993,149.020004,1120200,148.205961
2015-04-10,149.399994,150.029999,148.619995,149.639999,1572900,148.822569
2015-04-09,150.570007,151.00,148.270004,148.809998,3401800,147.997101
2015-04-08,152.229996,152.669998,151.190002,152.00,1483000,151.169678
2015-04-07,152.529999,152.949997,151.720001,151.779999,1391700,150.950878
2015-04-06,151.369995,152.839996,150.600006,152.50,1767600,151.666946
2015-04-02,150.470001,152.00,150.360001,151.630005,1095300,150.801704
2015-04-01,151.830002,151.869995,149.699997,150.240005,1795000,149.419297
2015-03-31,151.839996,153.00,151.25,151.50,1886100,150.672409
2015-03-30,150.910004,152.589996,150.800003,152.369995,1463800,151.537652
2015-03-27,150.210007,151.220001,150.020004,150.470001,1329900,149.648037
2015-03-26,149.320007,150.770004,149.169998,150.059998,1554800,149.240273
2015-03-25,153.550003,153.960007,151.089996,151.089996,2266800,150.264645
2015-03-24,152.949997,154.229996,152.889999,153.139999,1637000,152.30345
2015-03-23,153.149994,153.559998,152.699997,152.929993,1665900,152.09459
2015-03-20,152.130005,153.149994,151.75,152.589996,5859300,151.756451
2015-03-19,151.00,151.50,150.320007,151.309998,1862900,150.483445
2015-03-18,150.00,151.630005,148.25,150.929993,2772500,150.105515
2015-03-17,149.389999,150.199997,148.429993,150.029999,1972500,149.210438
2015-03-16,149.720001,151.00,149.279999,149.990005,2532700,149.170663
2015-03-13,149.089996,149.910004,148.149994,149.279999,1470100,148.464535
2015-03-12,148.380005,149.639999,147.399994,149.440002,1564000,148.623665
2015-03-11,148.330002,148.990005,147.339996,147.399994,1734300,146.5948
2015-03-10,149.75,150.149994,148.149994,148.160004,2128100,147.350658
2015-03-09,149.789993,150.990005,149.550003,150.679993,1727900,149.856881
2015-03-06,149.289993,150.149994,148.169998,149.539993,3014900,148.723109
2015-03-05,150.770004,151.75,149.00,151.169998,4471100,150.34421
2015-03-04,147.839996,147.979996,145.779999,147.169998,2208600,146.36606
2015-03-03,147.940002,148.139999,146.660004,147.369995,1514300,146.564965
2015-03-02,147.320007,148.490005,147.320007,147.940002,2108600,147.131859
2015-02-27,147.559998,147.559998,145.830002,146.960007,3036200,146.157216
2015-02-26,147.070007,147.610001,146.199997,146.649994,1892600,145.848897
2015-02-25,147.699997,148.600006,147.190002,147.479996,1602700,146.674365
2015-02-24,149.380005,149.399994,148.00,148.210007,1844200,147.400388
2015-02-23,148.00,148.460007,147.029999,148.389999,1587300,147.579397
2015-02-20,146.669998,147.789993,145.899994,147.539993,1595600,146.734034
2015-02-19,146.899994,147.509995,146.460007,146.669998,1273700,145.868792
2015-02-18,147.160004,147.479996,146.529999,147.229996,1541000,146.42573
2015-02-17,147.00,147.610001,145.660004,147.529999,1541500,146.724095
2015-02-13,148.229996,148.800003,146.940002,147.100006,1926800,146.296451
2015-02-12,148.009995,148.389999,146.860001,147.759995,1712200,146.952834
2015-02-11,148.389999,148.479996,146.550003,147.460007,2295800,146.654485
2015-02-10,147.990005,148.479996,147.00,148.220001,1703400,147.057271
2015-02-09,148.699997,149.160004,146.820007,147.539993,2740200,146.382597
2015-02-06,149.210007,149.949997,148.160004,148.699997,2909200,147.533501
2015-02-05,149.50,151.100006,147.520004,149.089996,6986700,147.920441
2015-02-04,152.080002,156.850006,152.070007,155.919998,11006300,149.736085
2015-02-03,146.360001,153.889999,144.770004,153.75,10302900,147.65215
2015-02-02,144.00,146.229996,140.130005,146.00,4797500,140.209522
2015-01-30,143.089996,143.800003,141.339996,142.990005,5169000,137.318906
2015-01-29,140.160004,140.690002,138.910004,140.639999,1873400,135.062103
2015-01-28,141.600006,142.449997,139.559998,139.619995,2016300,134.082553
2015-01-27,142.75,142.800003,140.869995,140.990005,1786500,135.398227
2015-01-26,141.660004,143.050003,141.570007,142.910004,1482800,137.242077
2015-01-23,141.589996,142.309998,140.869995,142.050003,1696800,136.416185
2015-01-22,139.50,141.279999,138.389999,141.270004,1897500,135.667121
2015-01-21,138.850006,139.699997,138.380005,139.139999,1682000,133.621594
2015-01-20,140.720001,141.270004,138.360001,139.380005,1836100,133.852081
2015-01-16,139.039993,139.960007,138.220001,139.720001,1784800,134.178593
2015-01-15,139.949997,140.169998,138.619995,139.309998,1819600,133.78485
2015-01-14,140.009995,140.210007,138.240005,139.309998,2207900,133.78485
2015-01-13,142.199997,144.410004,140.389999,141.089996,2198500,135.494253
2015-01-12,143.580002,144.160004,142.119995,142.520004,1340600,136.867545
2015-01-09,144.479996,145.050003,143.220001,143.320007,1727000,137.63582
2015-01-08,145.559998,146.100006,144.940002,145.559998,2937700,139.78697
2015-01-07,142.600006,144.429993,142.360001,144.320007,2171600,138.596159
2015-01-06,140.610001,142.940002,139.850006,141.850006,3185200,136.22412
2015-01-05,141.690002,142.160004,139.800003,140.00,1748500,134.447486
2015-01-02,141.869995,143.149994,140.809998,141.610001,1471000,135.993633
