Date,Open,High,Low,Close,Volume,Adj Close
2014-09-10,76.519997,77.949997,76.510002,77.43,29909000,77.43
2014-09-09,77.589996,78.169998,76.199997,76.669998,28882000,76.669998
2014-09-08,77.260002,78.169998,77.010002,77.889999,28183000,77.889999
2014-09-05,76.099998,77.379997,75.599998,77.260002,29476000,77.260002
2014-09-04,75.889999,76.93,75.529999,75.949997,26676000,75.949997
2014-09-03,77.139999,77.480003,75.599998,75.830002,32389000,75.830002
2014-09-02,75.010002,76.699997,74.82,76.68,34979000,76.68
2014-08-29,74.300003,74.82,74.010002,74.82,26241000,74.82
2014-08-28,74.00,74.43,73.730003,73.860001,21947000,73.860001
2014-08-27,75.269997,75.489998,74.459999,74.629997,36323000,74.629997
2014-08-26,75.00,75.989998,74.730003,75.959999,23993000,75.959999
2014-08-25,74.940002,75.279999,74.790001,75.019997,19734000,75.019997
2014-08-22,74.339996,74.730003,73.57,74.57,20897000,74.57
2014-08-21,74.919998,75.190002,74.410004,74.57,20102000,74.57
2014-08-20,74.970001,75.18,74.620003,74.809998,22917000,74.809998
2014-08-19,74.809998,75.580002,74.510002,75.290001,26679000,75.290001
2014-08-18,74.00,74.720001,73.959999,74.589996,23974000,74.589996
2014-08-15,74.32,74.650002,73.00,73.629997,38846600,73.629997
2014-08-14,73.970001,74.379997,73.690002,74.300003,22207000,74.300003
2014-08-13,73.120003,74.25,73.050003,73.769997,29266000,73.769997
2014-08-12,73.089996,73.330002,72.220001,72.830002,27419000,72.830002
2014-08-11,73.459999,73.910004,73.059998,73.440002,24591000,73.440002
2014-08-08,73.400002,73.43,72.559998,73.059998,27202000,73.059998
2014-08-07,73.00,74.00,72.699997,73.169998,38141000,73.169998
2014-08-06,72.019997,73.720001,71.790001,72.470001,30986000,72.470001
2014-08-05,73.199997,73.589996,72.18,72.690002,34986000,72.690002
2014-08-04,72.360001,73.879997,72.360001,73.510002,30777000,73.510002
2014-08-01,72.220001,73.220001,71.550003,72.360001,43535000,72.360001
2014-07-31,74.00,74.169998,72.440002,72.650002,43992000,72.650002
2014-07-30,74.209999,75.190002,74.129997,74.68,36853000,74.68
2014-07-29,74.720001,74.919998,73.419998,73.709999,41324000,73.709999
2014-07-28,75.169998,75.50,73.849998,74.919998,41725000,74.919998
2014-07-25,74.989998,75.669998,74.660004,75.190002,45917000,75.190002
2014-07-24,75.959999,76.739998,74.510002,74.980003,124168000,74.980003
2014-07-23,69.739998,71.330002,69.610001,71.290001,78435000,71.290001
2014-07-22,69.760002,69.769997,68.610001,69.269997,40398000,69.269997
2014-07-21,68.809998,69.959999,68.50,69.400002,49539000,69.400002
2014-07-18,66.800003,68.459999,66.160004,68.419998,42456000,68.419998
2014-07-17,67.029999,67.849998,66.040001,66.410004,38188000,66.410004
2014-07-16,67.540001,67.940002,67.07,67.660004,29594000,67.660004
2014-07-15,67.959999,68.089996,66.260002,67.169998,44213200,67.169998
2014-07-14,67.129997,68.169998,66.900002,67.900002,38537000,67.900002
2014-07-11,65.279999,66.589996,64.790001,66.339996,39212000,66.339996
2014-07-10,63.310001,65.339996,63.049999,64.870003,44422000,64.870003
2014-07-09,63.41,65.120003,63.150002,64.970001,51432000,64.970001
2014-07-08,65.059998,65.559998,62.209999,62.759998,68926000,62.759998
2014-07-07,66.300003,66.57,65.120003,65.290001,28745000,65.290001
2014-07-03,66.860001,67.00,65.760002,66.290001,25203200,66.290001
2014-07-02,68.040001,68.300003,65.790001,66.449997,41895000,66.449997
2014-07-01,67.580002,68.440002,67.389999,68.059998,33243000,68.059998
2014-06-30,67.459999,67.919998,67.129997,67.290001,27202000,67.290001
2014-06-27,67.309998,67.699997,66.839996,67.599998,46461000,67.599998
2014-06-26,68.00,68.00,66.900002,67.129997,47714000,67.129997
2014-06-25,65.580002,67.480003,65.57,67.440002,44308000,67.440002
2014-06-24,65.360001,67.169998,65.269997,65.720001,57335000,65.720001
2014-06-23,64.32,65.660004,64.220001,65.370003,34560000,65.370003
2014-06-20,64.459999,64.809998,63.349998,64.50,46466000,64.50
2014-06-19,65.459999,65.580002,64.209999,64.339996,34245000,64.339996
2014-06-18,64.489998,65.75,64.050003,65.599998,35570000,65.599998
2014-06-17,64.099998,64.879997,63.93,64.400002,27715000,64.400002
2014-06-16,64.160004,64.879997,63.75,64.190002,31046000,64.190002
2014-06-13,64.699997,64.970001,63.830002,64.50,29419000,64.50
2014-06-12,65.849998,66.470001,64.059998,64.290001,55730000,64.290001
2014-06-11,65.32,65.800003,64.900002,65.779999,44242000,65.779999
2014-06-10,63.529999,65.82,63.50,65.769997,69206900,65.769997
2014-06-09,62.400002,63.34,61.790001,62.880001,37617000,62.880001
2014-06-06,63.369999,63.48,62.150002,62.50,42442000,62.50
2014-06-05,63.66,64.360001,62.82,63.189999,47352000,63.189999
2014-06-04,62.450001,63.59,62.07,63.34,36514000,63.34
2014-06-03,62.619999,63.419998,62.32,62.869999,32217000,62.869999
2014-06-02,63.23,63.59,62.049999,63.080002,35947400,63.080002
2014-05-30,63.950001,64.169998,62.560001,63.299999,45253500,63.299999
2014-05-29,63.84,64.300003,63.509998,63.830002,42700000,63.830002
2014-05-28,63.389999,64.139999,62.619999,63.509998,47795000,63.509998
2014-05-27,61.619999,63.509998,61.57,63.48,55682000,63.48
2014-05-23,60.41,61.450001,60.150002,61.349998,38294000,61.349998
2014-05-22,60.939999,61.48,60.400002,60.52,54200000,60.52
2014-05-21,58.560001,60.50,58.25,60.490002,58992000,60.490002
2014-05-20,59.50,60.189999,58.18,58.560001,53931000,58.560001
2014-05-19,57.889999,59.560001,57.57,59.209999,43034000,59.209999
2014-05-16,58.310001,58.450001,57.310001,58.02,47933000,58.02
2014-05-15,59.259998,59.380001,57.52,57.919998,56814000,57.919998
2014-05-14,59.529999,60.450001,58.950001,59.23,47429000,59.23
2014-05-13,59.66,60.889999,59.509998,59.830002,48525000,59.830002
2014-05-12,57.98,59.900002,57.98,59.830002,48575000,59.830002
2014-05-09,56.849998,57.650002,56.380001,57.240002,52584000,57.240002
2014-05-08,57.23,58.82,56.50,56.759998,61251000,56.759998
2014-05-07,58.77,59.299999,56.259998,57.389999,78587000,57.389999
2014-05-06,60.98,61.150002,58.490002,58.529999,55901000,58.529999
2014-05-05,59.669998,61.349998,59.18,61.220001,46057000,61.220001
2014-05-02,61.299999,61.889999,60.18,60.459999,54189000,60.459999
2014-05-01,60.43,62.279999,60.209999,61.150002,82429000,61.150002
2014-04-30,57.580002,59.849998,57.16,59.779999,76093000,59.779999
2014-04-29,56.09,58.279999,55.84,58.150002,75557000,58.150002
2014-04-28,58.049999,58.310001,54.66,56.139999,107758000,56.139999
2014-04-25,59.970001,60.009998,57.57,57.709999,92502000,57.709999
2014-04-24,63.599998,63.650002,59.77,60.869999,138769000,60.869999
2014-04-23,63.450001,63.48,61.259998,61.360001,96565000,61.360001
2014-04-22,62.650002,63.439999,62.220001,63.029999,60631000,63.029999
2014-04-21,59.459999,61.240002,59.150002,61.240002,60364000,61.240002
2014-04-17,59.299999,60.580002,58.720001,58.939999,88040000,58.939999
2014-04-16,59.790001,60.189999,57.740002,59.720001,78774000,59.720001
2014-04-15,59.290001,59.68,55.880001,59.09,108623000,59.09
2014-04-14,60.09,60.450001,57.779999,58.889999,72325000,58.889999
2014-04-11,57.599998,60.310001,57.310001,58.529999,91452000,58.529999
2014-04-10,63.080002,63.18,58.68,59.16,114988000,59.16
2014-04-09,59.630001,62.459999,59.189999,62.41,100215000,62.41
2014-04-08,57.68,58.709999,57.169998,58.189999,78836000,58.189999
2014-04-07,55.900002,58.00,55.439999,56.950001,108488000,56.950001
2014-04-04,59.939999,60.200001,56.32,56.75,125214400,56.75
2014-04-03,62.549999,63.169998,59.130001,59.490002,83859000,59.490002
2014-04-02,63.209999,63.91,62.209999,62.720001,66277000,62.720001
2014-04-01,60.459999,62.66,60.240002,62.619999,59291000,62.619999
2014-03-31,60.779999,61.52,59.869999,60.240002,53011000,60.240002
2014-03-28,61.34,61.950001,59.34,60.009998,67052000,60.009998
2014-03-27,60.509998,61.900002,57.98,60.970001,112650000,60.970001
2014-03-26,64.739998,64.949997,60.369999,60.389999,97503900,60.389999
2014-03-25,64.889999,66.190002,63.779999,64.889999,68786000,64.889999
2014-03-24,67.190002,67.360001,63.360001,64.099998,85696000,64.099998
2014-03-21,67.529999,67.919998,66.18,67.239998,59999900,67.239998
2014-03-20,68.010002,68.230003,66.82,66.970001,44439000,66.970001
2014-03-19,69.169998,69.290001,67.470001,68.239998,43981000,68.239998
2014-03-18,68.760002,69.599998,68.300003,69.190002,40827000,69.190002
2014-03-17,68.18,68.949997,66.620003,68.739998,52197000,68.739998
2014-03-14,68.489998,69.43,67.459999,67.720001,48227000,67.720001
2014-03-13,71.290001,71.349998,68.150002,68.830002,57091000,68.830002
2014-03-12,69.860001,71.349998,69.00,70.879997,46340500,70.879997
2014-03-11,72.50,72.589996,69.959999,70.099998,59408300,70.099998
2014-03-10,70.769997,72.150002,70.510002,72.029999,59871600,72.029999
2014-03-07,71.080002,71.18,69.470001,69.800003,38927000,69.800003
2014-03-06,71.879997,71.889999,70.25,70.839996,46026500,70.839996
2014-03-05,69.690002,71.970001,69.620003,71.57,74567700,71.57
2014-03-04,68.660004,68.900002,67.620003,68.800003,42013500,68.800003
2014-03-03,66.959999,68.050003,66.510002,67.410004,56824100,67.410004
2014-02-28,69.470001,69.879997,67.379997,68.459999,66783700,68.459999
2014-02-27,69.339996,70.010002,68.870003,68.940002,41653700,68.940002
2014-02-26,70.190002,71.220001,68.849998,69.260002,55322700,69.260002
2014-02-25,70.949997,71.00,69.449997,69.849998,52077000,69.849998
2014-02-24,68.739998,71.440002,68.540001,70.779999,76620300,70.779999
2014-02-21,69.690002,69.959999,68.449997,68.589996,70932400,68.589996
2014-02-20,67.730003,70.110001,65.730003,69.629997,130928900,69.629997
2014-02-19,67.050003,69.080002,67.00,68.059998,62087100,68.059998
2014-02-18,66.940002,67.540001,66.07,67.300003,43809900,67.300003
2014-02-14,67.50,67.580002,66.720001,67.089996,36694900,67.089996
2014-02-13,64.18,67.330002,64.050003,67.330002,61911700,67.330002
2014-02-12,64.919998,65.059998,64.050003,64.449997,47282100,64.449997
2014-02-11,63.75,65.00,63.349998,64.849998,45675600,64.849998
2014-02-10,64.300003,64.489998,63.470001,63.549999,43666100,63.549999
2014-02-07,62.27,64.57,62.220001,64.32,60704300,64.32
2014-02-06,61.459999,62.779999,61.459999,62.16,42086500,62.16
2014-02-05,62.740002,63.16,61.27,62.189999,51685100,62.189999
2014-02-04,62.049999,63.139999,61.82,62.75,45985500,62.75
2014-02-03,63.029999,63.77,60.700001,61.48,74866600,61.48
2014-01-31,60.470001,63.369999,60.169998,62.57,87794600,62.57
2014-01-30,62.119999,62.50,60.459999,61.080002,150178900,61.080002
2014-01-29,54.610001,54.950001,53.189999,53.529999,92995600,53.529999
2014-01-28,54.02,55.279999,54.00,55.139999,48191200,55.139999
2014-01-27,54.73,54.939999,51.849998,53.549999,73924100,53.549999
2014-01-24,56.150002,56.419998,54.400002,54.450001,55200700,54.450001
2014-01-23,56.369999,56.68,55.689999,56.630001,47951800,56.630001
2014-01-22,58.849998,59.310001,57.099998,57.509998,61352900,57.509998
2014-01-21,56.599998,58.580002,56.50,58.509998,48669200,58.509998
2014-01-17,57.299999,57.82,56.07,56.299999,40849200,56.299999
2014-01-16,57.259998,58.02,56.830002,57.189999,34541800,57.189999
2014-01-15,57.98,58.57,57.27,57.599998,33663400,57.599998
2014-01-14,56.459999,57.779999,56.099998,57.740002,37503600,57.740002
2014-01-13,57.91,58.25,55.380001,55.91,63010900,55.91
2014-01-10,57.130001,58.299999,57.060001,57.939999,42449500,57.939999
2014-01-09,58.650002,58.959999,56.650002,57.220001,92253300,57.220001
2014-01-08,57.599998,58.41,57.23,58.23,56682400,58.23
2014-01-07,57.700001,58.549999,57.220001,57.919998,77207400,57.919998
2014-01-06,54.419998,57.259998,54.049999,57.200001,68852600,57.200001
2014-01-03,55.02,55.650002,54.529999,54.560001,38246200,54.560001
2014-01-02,54.830002,55.220001,54.189999,54.709999,43195500,54.709999
